density_L1,density_L2,density_rel_L2,pressure_L1,pressure_L2,pressure_rel_L2,velocity_L1,velocity_L2,velocity_rel_L2,energy_L1,energy_L2,energy_rel_L2,time,step
0.19456742788405498,0.2748659573350611,0.3857174273302231,0.20706742788405486,0.29240236164051764,0.4114671673893127,0.004100116818723269,0.020413085533678585,204130855.33678585,0.2504225874772929,0.35375446836901914,0.1562625831842447,0.0,0
0.19608667439511693,0.26912846263829593,0.3801994504934049,0.2147673600722688,0.2931586424763298,0.4167906071661772,0.07092154938720709,0.2040059836542512,0.8364884309192484,0.2624824234641711,0.3722673789810734,0.163236227672194,0.02137516634529871,1
0.20282647986000513,0.2740127984713945,0.3903351120433015,0.22571236019702817,0.30224861050625657,0.4351765059061814,0.12957574842272493,0.2775446171748235,0.8334941670627272,0.27034323621638906,0.38627447190129,0.16871043519064918,0.04253368380882079,2
0.20871190125830502,0.27749030018529747,0.39823563090350067,0.23594871824345565,0.3102439647231868,0.4518196585391631,0.19675802999864545,0.3492985340938004,0.8453381227564769,0.28008439995837636,0.40059279656573804,0.1737961653390938,0.06420859138665794,3
0.21472297866726883,0.28058985030196804,0.4058661252135597,0.24856927765593947,0.32047014286031533,0.47254866435445514,0.2655424161655392,0.4069083780377573,0.8472547547537945,0.2961474241535945,0.42751854120726734,0.1842688543310319,0.0862881237472732,4
0.22152720997038197,0.2849496456700148,0.415592204259119,0.25895453429918225,0.3274746120521257,0.4891047401380702,0.33425140999132125,0.45868635448875905,0.8507838812573989,0.3022903850793647,0.4364145818736901,0.1868488904110389,0.1086428337413927,5
