x,dens,vel,pres
0.015150113859965527,0.5844003174795223,-1.289392274335509,0.46080818556064046
0.0250141804274729,0.6131784814833872,-1.184256017121247,0.4873282726817138
0.03487824699498028,0.6601278366815364,-1.010301241468128,0.5355732415889982
0.04474231356248766,0.7185641494724182,-0.7945361910159255,0.5977429107925127
0.054606380129995025,0.7797746940104799,-0.5862428852771537,0.6689571833801873
0.0644704466975024,0.8371694283807396,-0.41063269371451794,0.7421620926745145
0.07433451326500978,0.8858060750981942,-0.2745774936669029,0.809891652693206
0.08419857983251716,0.9239237257341606,-0.17528648019571036,0.8672257755765013
0.09406264640002453,0.9520075189992603,-0.10645040771965993,0.9125058122062736
0.10392671296753189,0.9714272306337886,-0.06137898378811374,0.9458289833979114
0.11379077953503927,0.9877906637717522,-0.025481124003599667,0.9757506644966181
0.12365484610254665,0.995892886678655,-0.008538040814488041,0.9913491141623357
0.13351891267005406,0.9981754521654551,-0.003975921606149494,0.99593732903029
0.14338297923756144,0.9993140736426458,-0.0017591972645501354,0.9982751967447704
0.1532470458050688,0.9999687810607367,-0.0005188938251641143,0.9996457749691111
0.16311111237257617,1.0001885121037712,-0.00011378631677910555,1.0001133231282635
0.17297517894008352,1.0002288773299586,-4.1617163200981495e-05,1.0002005378198764
0.1828392455075909,1.000247131219101,-9.784302958024265e-06,1.0002403124004684
0.19270331207509828,1.0002519694551473,-1.9103169024164555e-06,1.0002508931210192
0.20256737864260566,1.0002527772768475,-1.4087066530561878e-06,1.0002525867218754
0.21243144521011303,1.000253372558791,-2.474814024584057e-06,1.0002536842654366
0.2222955117776204,1.0002554096786487,-9.435281436321005e-06,1.0002571246224101
0.2321595783451278,1.0002610803123186,-2.9836205775937855e-05,1.0002666951075014
0.24202364491263517,1.0002708946257035,-6.541300821298166e-05,1.0002833826085507
0.25188771148014255,1.0002910878265716,-0.00013894397309109437,1.0003179242645424
0.26175177804764993,1.0003698236502128,-0.0004279384323385193,1.0004536248123361
0.2716158446151573,1.000551534492036,-0.0011004848231051618,1.0007684939845216
0.28147991118266463,1.0008077240471573,-0.0020576017174773306,1.0012142428893382
0.291343977750172,1.001249651482422,-0.003723968909482929,1.001985308090352
0.3012080443176794,1.0025677931699712,-0.008777234138263076,1.0042933673373822
0.31107211088518677,1.004936384738209,-0.018027768968158275,1.0084544745282107
0.32093617745269415,1.0075324049267236,-0.028391101959593466,1.0130316351246564
0.3308002440202015,1.0134507899710026,-0.05280915617006724,1.023514207148898
0.34066431058770885,1.0214714643222798,-0.087316285856025,1.0377638502595254
0.35052837715521623,1.027889193690083,-0.11661156440630273,1.0491423964286086
0.3603924437227236,1.0344967253209594,-0.14905685946530428,1.060722975960991
0.370256510290231,1.0428292411821274,-0.19836657468871394,1.0745852531100393
0.38012057685773837,1.0473902912490407,-0.24180388165833205,1.0806682560010261
0.38998464342524575,1.0466213695151803,-0.26282034077385447,1.0772440872190927
0.3998487099927531,1.0383908361573702,-0.27741700829476823,1.0593793701269303
0.4097127765602605,1.0230286323224524,-0.2731422993921868,1.0300318094067265
0.4195768431277679,1.0083141396277433,-0.25705780558780655,1.004545845501045
0.42944090969527526,0.9914833296724385,-0.2320071639068257,0.977264441158704
0.43930497626278264,0.9670112751258132,-0.17503463260877447,0.9398881094620131
0.44916904283029,0.9562040436547851,-0.11214935678145807,0.911847519254744
0.4590331093977974,0.9643834352648207,-0.06472875004112627,0.8955339121181268
0.4688971759653048,0.9660182804471891,-0.04741717856548033,0.862820467933612
0.47876124253281216,0.9042526877324032,-0.0013780785685034186,0.7867189561209015
0.48862530910031954,0.7641748609381401,0.023848834534503448,0.7087000571148344
0.5083534422353344,0.663628584456035,0.03841782948058355,0.676998013517166
0.5182175088028418,0.5609469990439853,0.028470092858729572,0.6419494120433764
0.5280815753703492,0.5161393378578215,0.014058300406138013,0.5767024459950039
0.5478097085053638,0.5079082337191457,0.013602021286661199,0.5327434049423168
