x,dens,vel,pres
0.018118030073660477,0.5805593709943196,-1.479467026040555,0.46008769035305463
0.02798269537088027,0.5877462776834247,-1.4617479643861473,0.46573361905856964
0.037847360668100065,0.5947193910456948,-1.443177504268667,0.471456635298061
0.05757669126253965,0.6014114651218809,-1.4243105243600438,0.47749158364934163
0.06744135655975944,0.6082490728899576,-1.4053073671759897,0.484487110854341
0.07730602185697924,0.615912024059623,-1.3848235641669016,0.4937464611662876
0.08717068715419903,0.6252889902929399,-1.3649629994056331,0.507579108787344
0.10690001774863861,0.6383205646944384,-1.349966243899544,0.5306084925437077
0.11676468304585841,0.6595765051608283,-1.3449976938495387,0.5725355055111975
0.1266293483430782,0.6973991532586844,-1.3480237379076672,0.6481804813233184
0.136494013640298,0.7584539206941611,-1.3604388547548343,0.7696592194752824
0.14635867893751778,0.8435361752642776,-1.3805582857428707,0.9407855520936605
0.15622334423473758,0.9459358937191289,-1.3970025810803361,1.1413907146664162
0.16608800953195738,1.0467997291628153,-1.4178567561616986,1.3276326192111743
0.17595267482917715,1.1722081656572594,-1.4386715123704303,1.5353954358931372
0.18581734012639695,1.2896269113676142,-1.460899968416889,1.7033520096787549
0.19568200542361674,1.3424086259386236,-1.4737180941770598,1.7558628853757745
0.20554667072083654,1.3671120150794704,-1.4842788053749503,1.7537885171774026
0.21541133601805634,1.3734907874575801,-1.4938591108059385,1.7010380837500225
0.22527600131527611,1.3642388266612286,-1.496423451605873,1.6357661098190341
0.2351406666124959,1.3458982493228975,-1.4934686971186342,1.555538846143467
0.24500533190971574,1.3134051388149444,-1.4826891463392247,1.4390113314990534
0.25486999720693554,1.2845675461164308,-1.4707236345734442,1.348899983047794
0.26473466250415534,1.2522955110221377,-1.4553560299862895,1.2590566389907016
0.2745993278013751,1.205377406813288,-1.4307394282609551,1.1423766762795304
0.28446399309859494,1.167392751276718,-1.4096127202152813,1.0584012657616737
0.2943286583958147,1.1403766910424025,-1.3941604177730895,1.0042962674097915
0.30419332369303453,1.0970535289065213,-1.3689847268503597,0.9259517484144926
0.3140579889902543,1.0512765085426867,-1.3420011088321053,0.850548325136283
0.32392265428747413,1.0196044792782848,-1.323102583656951,0.8025333873608845
0.3337873195846939,0.970629777634303,-1.2931216751499324,0.733406460573662
0.3436519848819136,0.9179618470196863,-1.2616103552827531,0.6660327077240731
0.3535166501791335,0.8792833473275172,-1.2399274555691668,0.6222993883620143
0.3633813154763532,0.8362441545971606,-1.213246606457224,0.5770581910728128
0.37324598077357307,0.7855797587855988,-1.1897971691888476,0.5302191995145498
0.3831106460707928,0.7315364401087753,-1.1675675204753073,0.4869892476176268
0.39297531136801267,0.6793678282988778,-1.1345436034451042,0.44980014252929196
0.4028399766652324,0.6253165173590335,-1.1209113423826667,0.4138499675751862
0.422569307259672,0.5846282369516754,-1.0857872655719891,0.39104182831565365
0.43243397255689175,0.5612545519993872,-1.0448476197696819,0.36537843364996997
0.45216330315133135,0.5445123922057586,-0.9931155725865024,0.3497629794590513
0.4620279684485512,0.5406741379797719,-0.8896813333224222,0.34972502104557257
0.47189263374577095,0.5527801320918895,-0.6697227101198938,0.3801610476530016
0.49162196434021066,0.5702143376235737,-0.4085402261780851,0.440518830139089
0.5014866296374304,0.5716009230706124,-0.17324136780382793,0.5149480389456333
0.52121596023187,0.5499909889874979,-0.026407511769453954,0.578369580107875
0.5310806255290897,0.5217834569128614,-0.0006511490742757113,0.5886326662774171
0.5508099561235293,0.5169559685667251,-0.047710096292766235,0.5783598680446937
0.5606746214207492,0.5483117737247292,-0.277024364230012,0.6206650923826356
0.5804039520151887,0.6052987277118256,-0.6609679849864392,0.7503350028510358
0.5902686173124085,0.6681874769243175,-1.0515682476418107,0.9416381663089834
0.6001332826096284,0.7218208896201002,-1.3504267943626167,1.1258336826811965
0.609997947906848,0.7618818696892404,-1.5504595508474794,1.2612083755652663
0.6198626132040679,0.7893639325561655,-1.6826056048949125,1.3406000539747025
0.6297272785012877,0.8061615042513561,-1.7684171686900974,1.3699411043482508
0.6395919437985075,0.8140697555464396,-1.8204957292710562,1.3586344071709286
0.6494566090957272,0.8147526859765336,-1.8471308934039639,1.3167017553622267
0.6593212743929471,0.8097693402657807,-1.854038785205385,1.2545694632105227
0.6691859396901668,0.8007203622418082,-1.8468259608174322,1.1819984087492468
0.6790506049873866,0.7890190742350105,-1.8326337471692835,1.1056259412616825
0.6889152702846064,0.7754466464816069,-1.8127652728354717,1.0278822945151924
0.6987799355818263,0.7604079398242879,-1.788005932769084,0.9511723276590512
0.708644600879046,0.7443339170619715,-1.759364907455101,0.8775369698626182
0.7185092661762658,0.7276357783777465,-1.7278875506322833,0.8087322755996601
0.7283739314734856,0.7107743673254009,-1.694863459043675,0.7460972715670411
0.7382385967707055,0.6942605469454671,-1.6619694382765002,0.6905959831443158
0.7481032620679252,0.6784390790068339,-1.6314215011269244,0.6425361270725842
0.7678325926623648,0.6634635466157037,-1.6032742741374657,0.6015591207441211
0.7776972579595847,0.6494010208508092,-1.5779700828514212,0.5672158551344864
0.7875619232568044,0.6362545647459625,-1.5557390749955935,0.5390418604811682
0.7974265885540242,0.6240442709991544,-1.536986958836292,0.5166850286220733
0.8171559191484639,0.6127621176549405,-1.522180682063278,0.49972172418063027
0.8270205844456836,0.602056799002521,-1.5110513421432226,0.48729436962815564
0.8368852497429033,0.5927276550193332,-1.50265372734547,0.47949627920638105
0.8566145803373428,0.5874009832860277,-1.4976494701111813,0.4745399474615865
0.8664792456345627,0.5879954451184173,-1.495891550789074,0.46980799160350206
0.8763439109317825,0.5930992770797636,-1.495368153666458,0.4644054639008348
0.896073241526222,0.5984791981169981,-1.4946555287448455,0.4600897715557941
0.9059379068234419,0.5993818789801993,-1.493474639763405,0.4573454173222039
0.9158025721206617,0.596045113196419,-1.4914457373930998,0.4582523635167079
0.9355319027151012,0.5899053278945308,-1.4900147621758575,0.45737910313688396
0.9453965680123211,0.5810105107302181,-1.4943011942776265,0.45596801951662375
0.9552612333095409,0.5725078138137424,-1.5028017780105265,0.4530785268005582
0.9749905639039805,0.5678796667818193,-1.5086291216560128,0.4511848038733964
0.9848552292012003,0.5686699230663744,-1.5061617962797844,0.45183688606222416
0.9947198944984201,0.5736890326619438,-1.4952032681427954,0.45518694968548257
